Compound Method,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-01,PRO01  BAC-01,,PRO02  BAC-02,PRO02  BAC-02,,PRO03  BAC-03,PRO03  BAC-03,,REP01  BAC-01,REP01  BAC-01,,REP02  BAC-02,REP02  BAC-02,,REP03  BAC-03,REP03  BAC-03,,REP04  BAC-01,REP04  BAC-01,,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-02,PRO01  BAC-02,,PRO02  BAC-03,PRO02  BAC-03,,PRO03  BAC-01,PRO03  BAC-01,,REP01  BAC-02,REP01  BAC-02,,REP02  BAC-03,REP02  BAC-03,,REP03  BAC-01,REP03  BAC-01,,REP04  BAC-02,REP04  BAC-02,,BLANK  BAC01,BLANK  BAC01,,BLANK  BAC02,BLANK  BAC02,,BLANK  BAC03,BLANK  BAC03,,PRO01  BAC-03,PRO01  BAC-03,,PRO02  BAC-01,PRO02  BAC-01,,PRO03  BAC-02,PRO03  BAC-02,,REP01  BAC-03,REP01  BAC-03,,REP02  BAC-01,REP02  BAC-01,,REP03  BAC-02,REP03  BAC-02,,REP04  BAC-03,REP04  BAC-03,,BLANK BAC-01,BLANK BAC-01,,BLANK BAC-02,BLANK BAC-02,,BLANK BAC-03,BLANK BAC-03,,PRO01 BAC-01,PRO01 BAC-01,,PRO02 BAC-02,PRO02 BAC-02,,PRO03 BAC-03,PRO03 BAC-03,,REP01 BAC-01,REP01 BAC-01,,REP02 BAC-02,REP02 BAC-02,,REP03 BAC-03,REP03 BAC-03,,REP04 BAC-01,REP04 BAC-01,,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01   BAC-02,PRO01   BAC-02,,PRO02   BAC-03,PRO02   BAC-03,,PRO03   BAC-01,PRO03   BAC-01,,REP01   BAC-02,REP01   BAC-02,,REP02   BAC-03,REP02   BAC-03,,REP03   BAC-01,REP03   BAC-01,,REP01   BAC-01,REP01   BAC-01,,BLANK   BAC-01,BLANK   BAC-01,,PRO01   BAC-03,PRO01   BAC-03,,PRO02   BAC-01,PRO02   BAC-01,,PRO03   BAC-02,PRO03   BAC-02,,REP01   BAC-03,REP01   BAC-03,,REP02   BAC-01,REP02   BAC-01,,REP03   BAC-02,REP03   BAC-02,,REP04   BAC-03,REP04   BAC-03,
Name,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.
Mequinol,JTB-E02-199-06.D,29.454,2630,JTB-E02-199-07.D,29.438,826,JTB-E02-199-08.D,29.219,384,JTB-E02-199-11.D,29.446,1678,JTB-E02-199-12.D,29.454,2256,JTB-E02-199-13.D,29.430,2011,JTB-E02-199-14.D,29.454,1897,JTB-E02-199-15.D,29.462,3519,JTB-E02-199-16.D,29.446,3960,JTB-E02-199-17.D,29.454,2690,JTB-E02-200-06.D,29.430,970,JTB-E02-200-07.D,29.714,306,JTB-E02-200-08.D,29.446,374,JTB-E02-200-11.D,29.454,2597,JTB-E02-200-12.D,29.438,2413,JTB-E02-200-13.D,29.454,3263,JTB-E02-200-14.D,29.454,2291,JTB-E02-200-15.D,29.454,3676,JTB-E02-200-16.D,29.446,3094,JTB-E02-200-17.D,29.454,3102,JTB-E02-201-06.D,29.462,941,JTB-E02-201-07.D,29.462,1093,JTB-E02-201-08.D,29.340,175,JTB-E02-201-11.D,29.454,2584,JTB-E02-201-12.D,29.454,1684,JTB-E02-201-13.D,29.446,2333,JTB-E02-201-14.D,29.446,3483,JTB-E02-201-15.D,29.438,2995,JTB-E02-201-16.D,29.462,2373,JTB-E02-201-17.D,29.454,2948,JTB-E02-203-06.D,29.454,270,JTB-E02-203-07.D,29.470,874,JTB-E02-203-08.D,29.430,2377,JTB-E02-203-11.D,29.438,2607,JTB-E02-203-12.D,29.438,2737,JTB-E02-203-13.D,29.446,4083,JTB-E02-203-14.D,29.446,7212,JTB-E02-203-15.D,29.438,8297,JTB-E02-203-16.D,29.446,20741,JTB-E02-203-17.D,29.462,6224,JTB-E02-204-06.D,29.454,996,JTB-E02-204-07.D,29.462,1507,JTB-E02-204-08.D,29.446,1250,JTB-E02-204-11.D,29.462,2362,JTB-E02-204-12.D,29.446,2795,JTB-E02-204-13.D,29.470,2713,JTB-E02-204-14.D,29.438,8958,JTB-E02-204-15.D,29.454,11116,JTB-E02-204-16.D,29.438,25544,JTB-E02-204-17.D,29.446,8363,JTB-E02-205-06.D,29.438,2171,JTB-E02-205-11.D,29.438,3880,JTB-E02-205-12.D,29.438,2824,JTB-E02-205-13.D,29.430,2835,JTB-E02-205-14.D,29.429,11065,JTB-E02-205-15.D,29.446,17974,JTB-E02-205-16.D,29.446,28939,JTB-E02-205-17.D,29.446,12956
"2H-Pyran-2-carboxaldehyde, 5,6-dihydro-",JTB-E02-199-06.D,32.338,1586,JTB-E02-199-07.D,32.329,1968,JTB-E02-199-08.D,31.664,432,JTB-E02-199-11.D,32.362,2121,JTB-E02-199-12.D,32.378,767,JTB-E02-199-13.D,32.362,1756,JTB-E02-199-14.D,31.948,1463,JTB-E02-199-15.D,32.013,638,JTB-E02-199-16.D,31.932,277,JTB-E02-199-17.D,31.932,987,JTB-E02-200-06.D,32.338,360,JTB-E02-200-07.D,32.086,186,JTB-E02-200-08.D,31.940,612,JTB-E02-200-11.D,31.745,225,JTB-E02-200-12.D,31.493,225,JTB-E02-200-13.D,32.086,1859,JTB-E02-200-14.D,31.932,978,JTB-E02-200-15.D,31.842,374,JTB-E02-200-16.D,31.891,181,JTB-E02-200-17.D,31.761,137,JTB-E02-201-06.D,32.386,1114,JTB-E02-201-07.D,31.566,656,JTB-E02-201-08.D,31.631,800,JTB-E02-201-11.D,32.053,120,JTB-E02-201-12.D,31.988,187,JTB-E02-201-13.D,31.867,916,JTB-E02-201-14.D,31.940,1088,JTB-E02-201-15.D,32.102,522,JTB-E02-201-16.D,31.923,643,JTB-E02-201-17.D,31.866,265,JTB-E02-203-06.D,31.988,705,JTB-E02-203-07.D,31.980,643,JTB-E02-203-08.D,31.980,889,JTB-E02-203-11.D,32.370,1191,JTB-E02-203-12.D,,,JTB-E02-203-13.D,32.386,1349,JTB-E02-203-14.D,31.988,875,JTB-E02-203-15.D,31.891,684,JTB-E02-203-16.D,31.915,645,JTB-E02-203-17.D,31.785,247,JTB-E02-204-06.D,31.810,636,JTB-E02-204-07.D,32.029,703,JTB-E02-204-08.D,31.842,551,JTB-E02-204-11.D,31.875,111,JTB-E02-204-12.D,31.956,376,JTB-E02-204-13.D,32.354,4969,JTB-E02-204-14.D,32.370,7433,JTB-E02-204-15.D,32.354,1067,JTB-E02-204-16.D,32.346,7071,JTB-E02-204-17.D,31.850,144,JTB-E02-205-06.D,31.615,248,JTB-E02-205-11.D,32.200,441,JTB-E02-205-12.D,,,JTB-E02-205-13.D,32.378,1672,JTB-E02-205-14.D,32.362,2204,JTB-E02-205-15.D,32.354,2926,JTB-E02-205-16.D,32.370,50949,JTB-E02-205-17.D,31.517,1048
Phenol,JTB-E02-199-06.D,33.134,44693,JTB-E02-199-07.D,33.142,55635,JTB-E02-199-08.D,33.150,8408,JTB-E02-199-11.D,33.142,48426,JTB-E02-199-12.D,33.142,53649,JTB-E02-199-13.D,33.142,67379,JTB-E02-199-14.D,33.134,42886,JTB-E02-199-15.D,33.142,64838,JTB-E02-199-16.D,33.134,76716,JTB-E02-199-17.D,33.142,70503,JTB-E02-200-06.D,33.142,22666,JTB-E02-200-07.D,33.142,20732,JTB-E02-200-08.D,33.142,29536,JTB-E02-200-11.D,33.134,51222,JTB-E02-200-12.D,33.142,66370,JTB-E02-200-13.D,33.134,62607,JTB-E02-200-14.D,33.134,62704,JTB-E02-200-15.D,33.142,75829,JTB-E02-200-16.D,33.134,65035,JTB-E02-200-17.D,33.142,62869,JTB-E02-201-06.D,33.134,21699,JTB-E02-201-07.D,33.134,20096,JTB-E02-201-08.D,33.142,13842,JTB-E02-201-11.D,33.142,72802,JTB-E02-201-12.D,33.134,52717,JTB-E02-201-13.D,33.150,57334,JTB-E02-201-14.D,33.142,68773,JTB-E02-201-15.D,33.134,60347,JTB-E02-201-16.D,33.142,69848,JTB-E02-201-17.D,33.134,75288,JTB-E02-203-06.D,33.134,6746,JTB-E02-203-07.D,33.134,35657,JTB-E02-203-08.D,33.134,60922,JTB-E02-203-11.D,33.126,68182,JTB-E02-203-12.D,33.134,70851,JTB-E02-203-13.D,33.134,70537,JTB-E02-203-14.D,33.142,77915,JTB-E02-203-15.D,33.134,81761,JTB-E02-203-16.D,33.142,102909,JTB-E02-203-17.D,33.142,74036,JTB-E02-204-06.D,33.134,25496,JTB-E02-204-07.D,33.142,27167,JTB-E02-204-08.D,33.142,24552,JTB-E02-204-11.D,33.142,61058,JTB-E02-204-12.D,33.142,64518,JTB-E02-204-13.D,33.134,61877,JTB-E02-204-14.D,33.142,82165,JTB-E02-204-15.D,33.134,92179,JTB-E02-204-16.D,33.134,113710,JTB-E02-204-17.D,33.134,67797,JTB-E02-205-06.D,33.142,35218,JTB-E02-205-11.D,33.134,56853,JTB-E02-205-12.D,33.134,56658,JTB-E02-205-13.D,33.142,60474,JTB-E02-205-14.D,33.134,83245,JTB-E02-205-15.D,33.142,84311,JTB-E02-205-16.D,33.134,126429,JTB-E02-205-17.D,33.134,69499
"Carbonic acid, dimethyl ester",JTB-E02-199-06.D,4.971,24651,JTB-E02-199-07.D,4.979,19288,JTB-E02-199-08.D,4.638,1245,JTB-E02-199-11.D,5.052,375009,JTB-E02-199-12.D,4.776,421701,JTB-E02-199-13.D,5.068,441969,JTB-E02-199-14.D,5.052,464790,JTB-E02-199-15.D,5.052,379677,JTB-E02-199-16.D,5.044,497760,JTB-E02-199-17.D,5.052,477366,JTB-E02-200-06.D,4.979,8445,JTB-E02-200-07.D,4.987,12129,JTB-E02-200-08.D,5.133,1498,JTB-E02-200-11.D,5.060,332153,JTB-E02-200-12.D,5.052,435887,JTB-E02-200-13.D,5.060,369630,JTB-E02-200-14.D,5.052,324366,JTB-E02-200-15.D,5.052,408525,JTB-E02-200-16.D,5.052,349923,JTB-E02-200-17.D,5.052,413202,JTB-E02-201-06.D,4.979,9157,JTB-E02-201-07.D,4.971,5767,JTB-E02-201-08.D,4.987,3073,JTB-E02-201-11.D,5.060,295756,JTB-E02-201-12.D,5.068,167234,JTB-E02-201-13.D,5.068,321516,JTB-E02-201-14.D,5.052,326550,JTB-E02-201-15.D,5.052,311850,JTB-E02-201-16.D,5.052,352172,JTB-E02-201-17.D,5.044,360391,JTB-E02-203-06.D,4.686,1663,JTB-E02-203-07.D,4.971,9952,JTB-E02-203-08.D,4.971,29680,JTB-E02-203-11.D,5.052,429807,JTB-E02-203-12.D,5.052,485347,JTB-E02-203-13.D,5.052,472464,JTB-E02-203-14.D,5.044,525461,JTB-E02-203-15.D,5.052,487310,JTB-E02-203-16.D,5.044,524416,JTB-E02-203-17.D,5.052,364098,JTB-E02-204-06.D,5.101,780,JTB-E02-204-07.D,4.995,6640,JTB-E02-204-08.D,4.995,4998,JTB-E02-204-11.D,5.060,400299,JTB-E02-204-12.D,5.052,416493,JTB-E02-204-13.D,5.052,412659,JTB-E02-204-14.D,5.052,378610,JTB-E02-204-15.D,5.052,405032,JTB-E02-204-16.D,5.052,423117,JTB-E02-204-17.D,5.052,384219,JTB-E02-205-06.D,4.963,7208,JTB-E02-205-11.D,5.052,328355,JTB-E02-205-12.D,5.044,247564,JTB-E02-205-13.D,5.052,373764,JTB-E02-205-14.D,5.052,332367,JTB-E02-205-15.D,5.044,329948,JTB-E02-205-16.D,5.052,388365,JTB-E02-205-17.D,5.052,314518
2-Nonanone,JTB-E02-199-06.D,16.059,5281,JTB-E02-199-07.D,16.034,2791,JTB-E02-199-08.D,16.262,3771,JTB-E02-199-11.D,15.913,10835,JTB-E02-199-12.D,15.888,9697,JTB-E02-199-13.D,15.921,11250,JTB-E02-199-14.D,15.929,15003,JTB-E02-199-15.D,15.905,23283,JTB-E02-199-16.D,15.905,19596,JTB-E02-199-17.D,15.905,20939,JTB-E02-200-06.D,15.961,3123,JTB-E02-200-07.D,16.051,1260,JTB-E02-200-08.D,15.807,4023,JTB-E02-200-11.D,15.815,2494,JTB-E02-200-12.D,15.937,2138,JTB-E02-200-13.D,15.929,2309,JTB-E02-200-14.D,15.913,31663,JTB-E02-200-15.D,15.913,52752,JTB-E02-200-16.D,15.913,42327,JTB-E02-200-17.D,15.904,51667,JTB-E02-201-06.D,15.880,258,JTB-E02-201-07.D,15.937,1098,JTB-E02-201-08.D,15.913,955,JTB-E02-201-11.D,15.832,1821,JTB-E02-201-12.D,15.815,2600,JTB-E02-201-13.D,15.945,1952,JTB-E02-201-14.D,15.913,26378,JTB-E02-201-15.D,15.913,34143,JTB-E02-201-16.D,15.913,35462,JTB-E02-201-17.D,15.905,42550,JTB-E02-203-06.D,15.929,1294,JTB-E02-203-07.D,15.823,130,JTB-E02-203-08.D,15.913,1488,JTB-E02-203-11.D,15.904,11874,JTB-E02-203-12.D,15.905,11797,JTB-E02-203-13.D,15.913,15643,JTB-E02-203-14.D,15.896,15109,JTB-E02-203-15.D,15.904,15651,JTB-E02-203-16.D,15.913,19143,JTB-E02-203-17.D,15.905,14152,JTB-E02-204-06.D,16.083,927,JTB-E02-204-07.D,15.953,805,JTB-E02-204-08.D,15.718,134,JTB-E02-204-11.D,15.945,2468,JTB-E02-204-12.D,15.815,2002,JTB-E02-204-13.D,15.734,280,JTB-E02-204-14.D,15.905,3687,JTB-E02-204-15.D,15.807,2462,JTB-E02-204-16.D,15.896,3038,JTB-E02-204-17.D,15.897,2211,JTB-E02-205-06.D,15.921,2138,JTB-E02-205-11.D,15.929,1897,JTB-E02-205-12.D,15.799,1523,JTB-E02-205-13.D,15.807,979,JTB-E02-205-14.D,15.913,2556,JTB-E02-205-15.D,15.937,2482,JTB-E02-205-16.D,15.897,2680,JTB-E02-205-17.D,15.840,2267
"Benzene, 1,3-bis(1,1-dimethylethyl)-",JTB-E02-199-06.D,17.562,1141,JTB-E02-199-07.D,17.529,643,JTB-E02-199-08.D,17.375,174,JTB-E02-199-11.D,17.123,16305,JTB-E02-199-12.D,17.123,14344,JTB-E02-199-13.D,17.148,14007,JTB-E02-199-14.D,17.147,290951,JTB-E02-199-15.D,17.131,495146,JTB-E02-199-16.D,17.139,454559,JTB-E02-199-17.D,17.123,482462,JTB-E02-200-06.D,17.180,2462,JTB-E02-200-07.D,17.188,2815,JTB-E02-200-08.D,17.212,3596,JTB-E02-200-11.D,17.180,2216,JTB-E02-200-12.D,17.156,3671,JTB-E02-200-13.D,17.148,2129,JTB-E02-200-14.D,17.123,64007,JTB-E02-200-15.D,17.123,113160,JTB-E02-200-16.D,17.123,144093,JTB-E02-200-17.D,17.131,150491,JTB-E02-201-06.D,17.204,1267,JTB-E02-201-07.D,17.253,301,JTB-E02-201-08.D,17.383,210,JTB-E02-201-11.D,17.164,2981,JTB-E02-201-12.D,17.139,365,JTB-E02-201-13.D,17.131,835,JTB-E02-201-14.D,17.115,23037,JTB-E02-201-15.D,17.123,42408,JTB-E02-201-16.D,17.139,71876,JTB-E02-201-17.D,17.123,69521,JTB-E02-203-06.D,17.017,173,JTB-E02-203-07.D,17.545,180,JTB-E02-203-08.D,17.554,745,JTB-E02-203-11.D,17.123,9985,JTB-E02-203-12.D,17.123,10366,JTB-E02-203-13.D,17.131,25313,JTB-E02-203-14.D,17.123,30084,JTB-E02-203-15.D,17.123,36854,JTB-E02-203-16.D,17.147,36657,JTB-E02-203-17.D,17.123,31451,JTB-E02-204-06.D,17.196,470,JTB-E02-204-07.D,17.107,178,JTB-E02-204-08.D,17.391,158,JTB-E02-204-11.D,17.123,601,JTB-E02-204-12.D,17.537,623,JTB-E02-204-13.D,17.123,1210,JTB-E02-204-14.D,17.099,15173,JTB-E02-204-15.D,17.115,15975,JTB-E02-204-16.D,17.139,14828,JTB-E02-204-17.D,17.139,18810,JTB-E02-205-06.D,17.172,206,JTB-E02-205-11.D,16.709,188,JTB-E02-205-12.D,17.529,396,JTB-E02-205-13.D,17.123,610,JTB-E02-205-14.D,17.123,5779,JTB-E02-205-15.D,17.139,8023,JTB-E02-205-16.D,17.123,6726,JTB-E02-205-17.D,17.148,9946
"Pyrazine, 3-ethyl-2,5-dimethyl-",JTB-E02-199-06.D,17.765,7687,JTB-E02-199-07.D,17.700,12158,JTB-E02-199-08.D,17.562,291,JTB-E02-199-11.D,17.684,225684,JTB-E02-199-12.D,17.667,252832,JTB-E02-199-13.D,17.692,262141,JTB-E02-199-14.D,17.692,282510,JTB-E02-199-15.D,17.684,333229,JTB-E02-199-16.D,17.684,301770,JTB-E02-199-17.D,17.684,323637,JTB-E02-200-06.D,17.708,13605,JTB-E02-200-07.D,17.732,17271,JTB-E02-200-08.D,17.757,15630,JTB-E02-200-11.D,17.700,230104,JTB-E02-200-12.D,17.692,257635,JTB-E02-200-13.D,17.700,253359,JTB-E02-200-14.D,17.684,253478,JTB-E02-200-15.D,17.683,259254,JTB-E02-200-16.D,17.684,267988,JTB-E02-200-17.D,17.683,295929,JTB-E02-201-06.D,17.814,12995,JTB-E02-201-07.D,17.716,17160,JTB-E02-201-08.D,17.716,7506,JTB-E02-201-11.D,17.692,227297,JTB-E02-201-12.D,17.692,214917,JTB-E02-201-13.D,17.692,222627,JTB-E02-201-14.D,17.683,227740,JTB-E02-201-15.D,17.692,245801,JTB-E02-201-16.D,17.683,292990,JTB-E02-201-17.D,17.683,264980,JTB-E02-203-06.D,18.082,83,JTB-E02-203-07.D,17.960,281,JTB-E02-203-08.D,17.732,14789,JTB-E02-203-11.D,17.683,248428,JTB-E02-203-12.D,17.675,295983,JTB-E02-203-13.D,17.683,319862,JTB-E02-203-14.D,17.684,319181,JTB-E02-203-15.D,17.683,299388,JTB-E02-203-16.D,17.684,334246,JTB-E02-203-17.D,17.684,322570,JTB-E02-204-06.D,17.683,17219,JTB-E02-204-07.D,17.749,16273,JTB-E02-204-08.D,17.708,17121,JTB-E02-204-11.D,17.692,251049,JTB-E02-204-12.D,17.683,297280,JTB-E02-204-13.D,17.684,262415,JTB-E02-204-14.D,17.684,277242,JTB-E02-204-15.D,17.683,287445,JTB-E02-204-16.D,17.683,291375,JTB-E02-204-17.D,17.684,247112,JTB-E02-205-06.D,17.708,20982,JTB-E02-205-11.D,17.675,248488,JTB-E02-205-12.D,17.684,224914,JTB-E02-205-13.D,17.684,252248,JTB-E02-205-14.D,17.683,251424,JTB-E02-205-15.D,17.683,239663,JTB-E02-205-16.D,17.684,243445,JTB-E02-205-17.D,17.684,257559
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S-endo)-",JTB-E02-199-06.D,25.514,9236,JTB-E02-199-07.D,25.279,1172,JTB-E02-199-08.D,25.734,319,JTB-E02-199-11.D,25.295,75516,JTB-E02-199-12.D,25.287,99652,JTB-E02-199-13.D,25.295,97450,JTB-E02-199-14.D,25.295,521514,JTB-E02-199-15.D,25.295,673884,JTB-E02-199-16.D,25.295,599520,JTB-E02-199-17.D,25.295,526018,JTB-E02-200-06.D,25.165,8479,JTB-E02-200-07.D,25.181,7104,JTB-E02-200-08.D,25.173,9671,JTB-E02-200-11.D,25.303,77658,JTB-E02-200-12.D,25.303,86053,JTB-E02-200-13.D,25.295,81651,JTB-E02-200-14.D,25.287,863526,JTB-E02-200-15.D,25.295,1065062,JTB-E02-200-16.D,25.295,841636,JTB-E02-200-17.D,25.287,812801,JTB-E02-201-06.D,25.157,12618,JTB-E02-201-07.D,25.173,6440,JTB-E02-201-08.D,25.181,3592,JTB-E02-201-11.D,25.295,65726,JTB-E02-201-12.D,25.295,70145,JTB-E02-201-13.D,25.287,67746,JTB-E02-201-14.D,25.295,902756,JTB-E02-201-15.D,25.295,1089192,JTB-E02-201-16.D,25.295,1130607,JTB-E02-201-17.D,25.295,922871,JTB-E02-203-06.D,25.100,618,JTB-E02-203-07.D,25.279,1417,JTB-E02-203-08.D,25.173,9875,JTB-E02-203-11.D,25.287,102441,JTB-E02-203-12.D,25.287,118822,JTB-E02-203-13.D,25.287,113654,JTB-E02-203-14.D,25.287,119057,JTB-E02-203-15.D,25.295,114060,JTB-E02-203-16.D,25.287,121695,JTB-E02-203-17.D,25.287,114118,JTB-E02-204-06.D,25.165,7020,JTB-E02-204-07.D,25.214,5440,JTB-E02-204-08.D,25.189,8477,JTB-E02-204-11.D,25.295,71285,JTB-E02-204-12.D,25.295,91250,JTB-E02-204-13.D,25.295,87600,JTB-E02-204-14.D,25.295,85368,JTB-E02-204-15.D,25.287,83325,JTB-E02-204-16.D,25.295,92928,JTB-E02-204-17.D,25.287,84631,JTB-E02-205-06.D,25.165,5430,JTB-E02-205-11.D,25.287,63588,JTB-E02-205-12.D,25.295,70492,JTB-E02-205-13.D,25.287,70796,JTB-E02-205-14.D,25.287,70204,JTB-E02-205-15.D,25.287,67906,JTB-E02-205-16.D,25.295,76010,JTB-E02-205-17.D,25.287,66483
"1-Propanol, 3-(methylthio)-",JTB-E02-199-06.D,26.140,1127,JTB-E02-199-07.D,25.327,2510,JTB-E02-199-08.D,25.352,630,JTB-E02-199-11.D,25.279,1840,JTB-E02-199-12.D,,,JTB-E02-199-13.D,25.782,1913,JTB-E02-199-14.D,25.669,4512,JTB-E02-199-15.D,25.661,6033,JTB-E02-199-16.D,25.669,4264,JTB-E02-199-17.D,25.652,4092,JTB-E02-200-06.D,25.384,213,JTB-E02-200-07.D,25.335,2015,JTB-E02-200-08.D,25.368,2695,JTB-E02-200-11.D,,,JTB-E02-200-12.D,,,JTB-E02-200-13.D,,,JTB-E02-200-14.D,25.677,13309,JTB-E02-200-15.D,25.668,10995,JTB-E02-200-16.D,25.669,12900,JTB-E02-200-17.D,25.660,12711,JTB-E02-201-06.D,25.344,2699,JTB-E02-201-07.D,25.327,1646,JTB-E02-201-08.D,25.352,1758,JTB-E02-201-11.D,25.230,238,JTB-E02-201-12.D,,,JTB-E02-201-13.D,,,JTB-E02-201-14.D,25.652,13666,JTB-E02-201-15.D,25.669,12149,JTB-E02-201-16.D,25.660,20670,JTB-E02-201-17.D,25.669,13140,JTB-E02-203-06.D,25.506,581,JTB-E02-203-07.D,25.344,3713,JTB-E02-203-08.D,25.319,4232,JTB-E02-203-11.D,25.750,1033,JTB-E02-203-12.D,26.083,478,JTB-E02-203-13.D,25.766,2584,JTB-E02-203-14.D,25.660,8684,JTB-E02-203-15.D,25.660,8448,JTB-E02-203-16.D,25.677,6510,JTB-E02-203-17.D,25.652,6589,JTB-E02-204-06.D,26.156,461,JTB-E02-204-07.D,25.352,2283,JTB-E02-204-08.D,25.344,2172,JTB-E02-204-11.D,25.693,596,JTB-E02-204-12.D,,,JTB-E02-204-13.D,,,JTB-E02-204-14.D,25.669,14113,JTB-E02-204-15.D,25.660,14746,JTB-E02-204-16.D,25.669,14064,JTB-E02-204-17.D,25.661,7980,JTB-E02-205-06.D,25.790,3386,JTB-E02-205-11.D,,,JTB-E02-205-12.D,,,JTB-E02-205-13.D,25.319,422,JTB-E02-205-14.D,25.660,17987,JTB-E02-205-15.D,25.652,16750,JTB-E02-205-16.D,25.661,16661,JTB-E02-205-17.D,25.661,12647
(-)-Myrtenol,JTB-E02-199-06.D,27.764,3661,JTB-E02-199-07.D,28.138,3197,JTB-E02-199-08.D,,,JTB-E02-199-11.D,27.813,1780,JTB-E02-199-12.D,27.781,2992,JTB-E02-199-13.D,27.813,1846,JTB-E02-199-14.D,27.813,22239,JTB-E02-199-15.D,27.813,29586,JTB-E02-199-16.D,27.805,30223,JTB-E02-199-17.D,27.805,24351,JTB-E02-200-06.D,27.691,1016,JTB-E02-200-07.D,27.910,1085,JTB-E02-200-08.D,27.813,533,JTB-E02-200-11.D,27.805,2262,JTB-E02-200-12.D,27.813,2167,JTB-E02-200-13.D,27.797,2966,JTB-E02-200-14.D,27.813,44808,JTB-E02-200-15.D,27.805,54750,JTB-E02-200-16.D,27.813,41374,JTB-E02-200-17.D,27.813,40361,JTB-E02-201-06.D,27.683,3163,JTB-E02-201-07.D,27.845,1039,JTB-E02-201-08.D,27.829,672,JTB-E02-201-11.D,27.813,2184,JTB-E02-201-12.D,27.789,1459,JTB-E02-201-13.D,27.610,6497,JTB-E02-201-14.D,27.805,44255,JTB-E02-201-15.D,27.805,56308,JTB-E02-201-16.D,27.805,60253,JTB-E02-201-17.D,27.805,47378,JTB-E02-203-06.D,,,JTB-E02-203-07.D,27.699,792,JTB-E02-203-08.D,27.805,540,JTB-E02-203-11.D,27.780,2510,JTB-E02-203-12.D,27.821,3967,JTB-E02-203-13.D,27.821,1915,JTB-E02-203-14.D,27.618,14375,JTB-E02-203-15.D,27.813,2087,JTB-E02-203-16.D,27.797,5253,JTB-E02-203-17.D,27.797,3501,JTB-E02-204-06.D,27.667,877,JTB-E02-204-07.D,28.016,110,JTB-E02-204-08.D,28.146,230,JTB-E02-204-11.D,27.813,2641,JTB-E02-204-12.D,27.602,9544,JTB-E02-204-13.D,27.797,2785,JTB-E02-204-14.D,27.797,2790,JTB-E02-204-15.D,27.797,2887,JTB-E02-204-16.D,27.610,9312,JTB-E02-204-17.D,27.813,2598,JTB-E02-205-06.D,27.789,242,JTB-E02-205-11.D,27.797,1776,JTB-E02-205-12.D,27.805,2491,JTB-E02-205-13.D,27.618,7822,JTB-E02-205-14.D,27.805,2183,JTB-E02-205-15.D,27.805,1884,JTB-E02-205-16.D,27.797,2416,JTB-E02-205-17.D,27.797,2614
