Z:\data\JTB-E02\BACandBLUE\JTB-E02-199-13.D Wed Feb 27 14:18:15 2019
Start of data points
2.09537,90786
2.10348,89526
2.11162,83258
2.11973,81834
2.12785,94580
2.13598,82795
2.14410,81177
2.15223,79899
2.16035,82512
2.16847,75755
2.17660,78573
2.18472,78137
2.19283,74582
2.20097,72715
2.20908,73690
2.21722,69022
2.22533,70025
2.23345,64061
2.24158,64459
2.24970,69083
2.25783,69530
2.26595,158890
2.27407,1014988
2.28220,2514332
2.29032,2822264
2.29843,1526363
2.30657,844872
2.31468,638479
2.32282,530486
2.33093,451699
2.33905,408950
2.34718,366951
2.35530,337331
2.36343,300007
2.37155,286536
2.37967,260841
2.38780,248538
2.39592,238531
2.40405,233746
2.41217,226455
2.42028,225416
2.42842,226790
2.43653,216216
2.44465,203344
2.45278,191678
2.46090,191392
2.46903,185309
2.47715,183292
2.48527,178107
2.49340,172893
2.50152,171139
2.50965,165563
2.51777,167008
2.52588,162988
2.53402,167766
2.54213,147210
2.55027,162154
2.55838,195082
2.56650,388302
2.57463,604138
2.58275,513954
2.59087,401074
2.59900,353657
2.60712,378597
2.61525,687770
2.62337,1008590
2.63148,829735
2.63962,574600
2.64773,426423
2.65587,351877
2.66398,304075
2.67210,274942
2.68023,260064
2.68835,238940
2.69647,219759
2.70460,213724
2.71272,202384
2.72085,190603
2.72897,194402
2.73708,188125
2.74522,183005
2.75333,177388
2.76147,176319
2.76958,173371
2.77770,271148
2.78583,1035146
2.79395,2725029
2.80208,3317174
2.81020,2281085
2.81832,1491692
2.82645,1161059
2.83457,947335
2.84268,794586
2.85082,682015
2.85893,583182
2.86707,522929
2.87518,480830
2.88330,440165
2.89143,404639
2.89955,372828
2.90768,358116
2.91580,313969
2.92392,289511
2.93205,272254
2.94017,257971
2.94830,247535
2.95642,234693
2.96453,229501
2.97267,243512
2.98078,254352
2.98890,239127
2.99703,226961
3.00515,240550
3.01328,322232
3.02140,393464
3.02952,347877
3.03765,262436
3.04577,236257
3.05390,211617
3.06202,214461
3.07013,211516
3.07827,207641
3.08638,300686
3.09450,832721
3.10263,2008700
3.11075,3364566
3.11888,4633651
3.12700,5035253
3.13512,3962347
3.14325,2882065
3.15137,2169679
3.15950,1731204
3.16762,1441664
3.17573,1221645
3.18387,1128826
3.19198,1115303
3.20012,1489708
3.20823,2011439
3.21635,1962833
3.22448,1542698
3.23260,1260469
3.24072,1085714
3.24885,945790
3.25697,831890
3.26510,728354
3.27322,657364
3.28133,600439
3.28947,579073
3.29758,748250
3.30572,1700475
3.31383,4344456
3.32195,7728855
3.33008,8837249
3.33820,7363140
3.34633,5256799
3.35445,3803809
3.36257,2908111
3.37070,2351819
3.37882,2025959
3.38693,1737907
3.39507,1572824
3.40318,1428393
3.41132,1339537
3.41943,1221804
3.42755,1153533
3.43568,1061877
3.44380,995526
3.45193,924129
3.46005,860855
3.46817,799084
3.47630,762052
3.48442,773681
3.49253,775607
3.50067,745681
3.50878,739454
3.51692,722095
3.52503,681536
3.53315,652684
3.54128,638972
3.54940,624853
3.55753,578874
3.56565,540824
3.57377,519075
3.58190,560689
3.59002,645876
3.59815,652884
3.60627,597313
3.61438,527905
3.62252,477819
3.63063,473048
3.63875,472256
3.64688,476880
3.65500,464827
3.66313,465942
3.67125,714888
3.67937,2514692
3.68750,8048788
3.69562,1.431155E+07
3.70375,1.524922E+07
3.71187,1.187999E+07
3.71998,8666985
3.72812,6884819
3.73623,5804513
3.74435,5015279
3.75248,4377289
3.76060,3909707
3.76873,3584727
3.77685,3242747
3.78497,2991499
3.79310,2787725
3.80122,2703112
3.80935,2643576
3.81747,2887463
3.82558,3674290
3.83372,4469006
3.84183,4418188
3.84997,3712586
3.85808,3095550
3.86620,2724644
3.87433,2481051
3.88245,2291138
3.89057,2099518
3.89870,1950577
3.90682,1875599
3.91495,1753930
3.92307,1648732
3.93118,1652329
3.93932,1675903
3.94743,1687291
3.95557,1686463
3.96368,1935071
3.97180,3036577
3.97993,4587125
3.98805,5118319
3.99618,4326185
4.00430,3598460
4.01242,5129505
4.02055,1.104248E+07
4.02867,1.889826E+07
4.03678,2.166672E+07
4.04492,1.749036E+07
4.05303,1.13527E+07
4.06117,7235004
4.06928,5229676
4.07740,4052955
4.08553,3333256
4.09365,2816475
4.10178,2456456
4.10990,2178234
4.11802,1955240
4.12615,1756988
4.13427,1607082
4.14238,1506056
4.15052,1425481
4.15863,1412909
4.16677,1404008
4.17488,1385306
4.18300,1326475
4.19113,1259602
4.19925,1187888
4.20738,1105294
4.21550,1061796
4.22362,1301263
4.23175,2817951
4.23987,6637461
4.24800,1.194576E+07
4.25612,1.501158E+07
4.26423,1.388944E+07
4.27237,9771142
4.28048,6337840
4.28860,4476294
4.29673,3365761
4.30485,2702930
4.31298,2233463
4.32110,1898643
4.32922,1665146
4.33735,1484144
4.34547,1387638
4.35360,1279094
4.36172,1205578
4.36983,1194906
4.37797,1236416
4.38608,1249187
4.39422,1185248
4.40233,1037480
4.41045,923541
4.41858,836618
4.42670,777593
4.43482,723945
4.44295,710111
4.45107,678210
4.45920,629452
4.46732,611488
4.47543,574286
4.48357,555210
4.49168,539955
4.49982,517603
4.50793,516073
4.51605,499414
4.52418,492685
4.53230,486213
4.54042,499510
4.54855,492102
4.55667,492620
4.56480,514354
4.57292,515901
4.58103,492544
4.58917,485836
4.59728,451445
4.60542,439626
4.61353,440105
4.62165,432175
4.62978,421352
4.63790,485579
4.64603,653444
4.65415,877810
4.66227,1055688
4.67040,999923
4.67852,834923
4.68663,724612
4.69477,640819
4.70288,601746
4.71102,560799
4.71913,498084
4.72725,463157
4.73538,424445
4.74350,411478
4.75163,405120
4.75975,374299
4.76787,382430
4.77600,365508
4.78412,357723
4.79223,351278
4.80037,354311
4.80848,377202
4.81662,433892
4.82473,503544
4.83285,525368
4.84098,495493
4.84910,468712
4.85723,453079
4.86535,472211
4.87347,472367
4.88160,440295
4.88972,432652
4.89785,411893
4.90597,386562
4.91408,361766
4.92222,361974
4.93033,338096
4.93845,322815
4.94658,336259
4.95470,365385
4.96283,504300
4.97095,840097
4.97907,1377930
4.98720,1879262
4.99532,2041943
5.00345,1869755
5.01157,1545894
5.01968,1278747
5.02782,1077570
5.03593,943597
5.04407,876401
5.05218,902662
5.06030,940203
5.06843,920410
5.07655,858937
5.08467,806946
5.09280,713134
5.10092,684959
5.10905,642154
5.11717,594766
5.12528,565908
5.13342,521499
5.14153,502018
5.14967,477485
5.15778,470478
5.16590,488797
5.17403,556378
5.18215,635832
5.19027,688097
5.19840,683498
5.20652,651918
5.21465,666710
5.22277,697452
5.23088,729838
5.23902,709956
5.24713,638770
5.25527,576658
5.26338,524656
5.27150,477990
5.27963,427219
5.28775,383057
5.29588,381311
5.30400,351261
5.31212,346064
5.32025,339714
5.32837,338477
5.33648,335829
5.34462,362769
5.35273,394445
5.36087,429210
5.36898,427980
5.37710,397213
5.38523,375457
5.39335,363964
5.40148,369227
5.40960,410631
5.41772,429955
5.42585,447314
5.43397,416608
5.44210,373444
5.45022,335149
5.45833,338973
5.46647,354456
5.47458,395928
5.48270,410542
5.49083,393473
5.49895,347247
5.50708,320252
5.51520,293327
5.52332,292012
5.53145,301200
5.53957,288613
5.54770,291896
5.55582,285428
5.56393,295152
5.57207,370602
5.58018,585777
5.58830,848118
5.59643,1063494
5.60455,1071746
5.61268,866173
5.62080,668506
5.62892,502607
5.63705,415390
5.64517,383002
5.65330,344746
5.66142,334547
5.66953,310821
5.67767,296751
5.68578,292125
5.69392,300970
5.70203,326489
5.71015,388815
5.71828,431085
5.72640,425491
5.73452,408819
5.74265,344869
5.75077,322347
5.75890,285461
5.76702,275939
5.77513,259628
5.78327,251827
5.79138,247040
5.79952,233025
5.80763,229215
5.81575,235567
5.82388,224081
5.83200,227794
5.84012,226371
5.84825,231549
5.85637,234713
5.86450,227022
5.87262,225229
5.88073,215933
5.88887,217199
5.89698,210039
5.90512,211778
5.91323,219994
5.92135,196092
5.92948,206734
5.93760,225036
5.94573,229425
5.95385,227688
5.96197,207456
5.97010,224962
5.97822,284589
