BACandBLUE,,,,,,,,,,,,
24HOUR CONTROL,,,24HOUR BLANK,2HOUR BLANK,2HOUR CONTROL,,,70HOUR BLANK,,,70HOUR CONTROL,
JTB-E02-185-10,,,JTB-E02-185-06,JTB-E02-184-15,JTB-E02-184-16,,,JTB-E02-186-08,,,JTB-E02-186-11,
R.T.,Library/ID,Area,Area,Area,R.T.,Area,,R.T.,Area,,R.T.,Area
14.95,2-Propanol (CAS) $$ Isopropyl alcohol $$ PRO $$ propan-2-ol $$ Isohol $$ Propol $$ Lutosol $$ Alcojel $$ Avantin $$ Imsol A $$ Petrohol $$ Hartosol $$ Avantine $$ Takineocol $$ i-Propanol $$ Isopropanol $$ Alcosolve 2 $$ Isopropenol $$ Combi-Schutz $$ Iso,5824651,,,15.251,60555479,,,,,19.527,381099755
15.095,2-Heptanol (CAS) $$ 2-Hydroxyheptane $$ s-Heptyl alcohol $$ 2-Heptyl alcohol $$ Amyl methyl carbinol $$ Methyl amyl carbinol $$ 1-Methylhexanol $$ CH3(CH2)4CHOHCH3 $$ Heptanol-2,28348926,,,15.628,8002370,,,,,19.639,14555085
15.245,"1-tert-Butyl-3,4-dimethylpyrazole",64335506,,,,,,,,,19.914,73663486
15.302,"2,4-di(trimethylsiloxy)-6,7-(methylenedioxy)-2H-1,4-benzoxazin-3-one",,3426130,,15.773,7667502,,,,,,
15.62,6-METHYL-5-HEPTEN-2-ONE,8035767,,,16.171,678219034,,,,,20.293,3940006
15.766,2-Propanol (CAS) $$ Isopropyl alcohol $$ PRO $$ propan-2-ol $$ Isohol $$ Propol $$ Lutosol $$ Alcojel $$ Avantin $$ Imsol A $$ Petrohol $$ Hartosol $$ Avantine $$ Takineocol $$ i-Propanol $$ Isopropanol $$ Alcosolve 2 $$ Isopropenol $$ Combi-Schutz $$ Iso,13430975,,,,,,,,,20.482,3695449
16.151,CIS-LINALOOL OXIDE,,,58441887,16.493,10671385,,,,,,
16.166,HEXYL FORMATE,940402957,,,,,,,,,20.613,11321606
16.196,1-Hexanol (CAS) $$ n-Hexanol $$ Amylcarbinol $$ n-Hexan-1-ol $$ Hexyl alcohol $$ Hexanol $$ Pentylcarbinol $$ Caproyl alcohol $$ n-Hexyl alcohol $$ 1-Hexyl alcohol $$ 1-Hydroxyhexane $$ n-C6H13OH $$ Hexan-1-ol $$ Hexanol-(1) $$ Epal 6 $$ UN 2282,,6938271,,16.94,36832722,,,,,,
16.39,"1-Aziridineethanol (CAS) $$ 1-Azirdineethanol $$ Ethanol, 2-(1-aziridinyl)- $$ N-(2-Hydroxyethyl)aziridine $$ 1-(2-Hydroxyethyl)ethylenimine $$ N-(2-Hydroxyethyl)ethylenimine $$ N-(2-Hydroxyethyl)ethyleneimine $$ N-(.beta.-Hydroxyethyl)aziridine $$ N-Etha",7075536,,,17.152,56762165,,,,,20.706,4494415
16.486,"3-Hexen-1-ol, (E)- (CAS) $$ E-3-Hexenol $$ trans-3-Hexen-1-ol $$ trans-3-Hexenol $$ (E)-3-Hexenol $$ (E)-Hex-3-en-1-ol",20609222,,,,,,,,,20.838,12437070
16.702,Heptanol (CAS),,,3715676,,,,,,,,
16.803,"1H-Pyrazole, 3,5-dimethyl- (CAS) $$ 3,5-Dimethylpyrazole $$ U 6245 $$ TH 564 $$ Pyrazole, 3,5-dimethyl- $$ 3,5-Dimethyl-1H-pyrazole $$ DMP $$ 3,5 DMP $$ 3,5-Dwumetylopirazolu",,,130424289,17.608,5711041,,,,,,
16.934,"Cyclopropane, 1,1-dimethyl-2-(1-methylethyl)-3-(1-methylethylidene)-, (.+-.)- (CAS) $$ D-L 1,4-TETRAMETHYL,3-ISOPROPYL METHYLENYLCYCLOPROPANE $$ Cyclopropane, 1,1-dimethyl-2-(1-methylethyl)-3-(1-methylethylidene)-, (.+/-.)-",30515760,,,17.846,164992976,,,,,20.968,16633124
17.145,"3-Hexen-1-ol, (Z)- (CAS) $$ cis-3-Hexene-1-ol $$ Z-3-Hexenol $$ Leaf alcohol $$ 3-(Z)-Hexenol $$ cis-3-Hexenol $$ Blatteralkohol $$ cis-3-Hexen-1-ol $$ (Z)-Hex-3-en-1-ol $$ Blatteralkohol (German) $$ .beta.,.gamma.-Hexenol $$ HEXEN-30L-1 $$ 3-Hexen-1-ol $",88747680,,,,,,,,,21.1,6910638
