C:\MassHunter\GCMS\1\data\JTB-E18\JTB-E18-033-10.D Mon Oct 14 14:47:16 2019
Start of data points
2.09522,160649
2.10333,151391
2.11145,149906
2.11958,150576
2.12770,143999
2.13583,142145
2.14395,139051
2.15207,132581
2.16020,130832
2.16832,123426
2.17645,120948
2.18457,119529
2.19268,128238
2.20082,113513
2.20893,111727
2.21705,111669
2.22518,112948
2.23330,113753
2.24143,113395
2.24955,104013
2.25767,111581
2.26580,152659
2.27392,785591
2.28205,1981720
2.29017,1582098
2.29828,769350
2.30642,451745
2.31453,355714
2.32265,305269
2.33078,264247
2.33890,263679
2.34703,255293
2.35515,210341
2.36327,196658
2.37140,179628
2.37952,170039
2.38765,189169
2.39577,170979
2.40388,154184
2.41202,156149
2.42013,155316
2.42827,149663
2.43638,153687
2.44450,157747
2.45263,158344
2.46075,147442
2.46887,139441
2.47700,135495
2.48512,134822
2.49325,137212
2.50137,138552
2.50948,131850
2.51762,123321
2.52573,129066
2.53387,118251
2.54198,127376
2.55010,128100
2.55823,134746
2.56635,123034
2.57447,123108
2.58260,121289
2.59072,114918
2.59885,111830
2.60697,119988
2.61508,131540
2.62322,124728
2.63133,121281
2.63947,117185
2.64758,117196
2.65570,115490
2.66383,114054
2.67195,115016
2.68008,120142
2.68820,117097
2.69632,103737
2.70445,109320
2.71257,106266
2.72068,103601
2.72882,106587
2.73693,104500
2.74507,106359
2.75318,100961
2.76130,104679
2.76943,99777
2.77755,102402
2.78568,101429
2.79380,96287
2.80192,107669
2.81005,124625
2.81817,135797
2.82630,144414
2.83442,180835
2.84253,171960
2.85067,135078
2.85878,111564
2.86690,120998
2.87503,111272
2.88315,104136
2.89128,106151
2.89940,104985
2.90752,104522
2.91565,98258
2.92377,94230
2.93190,98199
2.94002,94668
2.94813,100025
2.95627,91379
2.96438,94056
2.97252,93054
2.98063,98583
2.98875,99613
2.99688,96369
3.00500,100564
3.01312,104093
3.02125,110500
3.02937,130961
3.03750,181055
3.04562,232047
3.05373,509789
3.06187,1121785
3.06998,1277933
3.07812,752378
3.08623,410344
3.09435,270418
3.10248,228979
3.11060,189750
3.11872,183919
3.12685,170662
3.13497,156182
3.14310,165908
3.15122,155947
3.15933,147338
3.16747,135775
3.17558,135111
3.18372,125250
3.19183,119378
3.19995,120268
3.20808,114908
3.21620,106661
3.22433,111689
3.23245,103155
3.24057,110613
3.24870,99704
3.25682,98050
3.26493,99912
3.27307,103421
3.28118,131324
3.28932,272255
3.29743,632408
3.30555,1150594
3.31368,1485026
3.32180,1378862
3.32993,1075104
3.33805,866821
3.34617,698561
3.35430,596032
3.36242,522366
3.37053,479920
3.37867,466324
3.38678,459046
3.39492,421869
3.40303,424633
3.41115,591856
3.41928,755158
3.42740,705381
3.43553,535135
3.44365,395860
3.45177,348692
3.45990,304502
3.46802,288073
3.47615,271625
3.48427,254907
3.49238,240058
3.50052,224322
3.50863,218745
3.51675,212564
3.52488,215623
3.53300,202136
3.54113,201689
3.54925,196231
3.55737,189859
3.56550,182136
3.57362,183625
3.58175,175312
3.58987,177460
3.59798,170773
3.60612,170745
3.61423,187050
3.62237,227038
3.63048,335729
3.63860,397277
3.64673,384660
3.65485,303654
3.66297,245663
3.67110,220598
3.67922,198488
3.68735,191216
3.69547,192901
3.70358,174612
3.71172,174607
3.71983,171615
3.72797,165825
3.73608,164873
3.74420,167104
3.75233,160939
3.76045,165179
3.76857,162175
3.77670,156274
3.78482,150685
3.79295,150779
3.80107,152565
3.80918,150146
3.81732,154469
3.82543,149838
3.83357,150566
3.84168,150322
3.84980,152186
3.85793,143313
3.86605,145895
3.87418,135245
3.88230,139962
3.89042,141034
3.89855,133238
3.90667,134720
3.91478,133823
3.92292,123788
3.93103,131466
3.93917,125573
3.94728,130575
3.95540,118814
3.96353,119673
3.97165,123208
3.97978,121312
3.98790,118261
3.99602,116050
4.00415,117796
4.01227,122306
4.02040,123054
4.02852,118850
4.03663,117456
4.04477,119601
4.05288,120668
4.06100,121114
4.06913,119465
4.07725,111087
4.08538,117010
4.09350,110561
4.10162,121594
4.10975,118666
4.11787,116751
4.12600,111204
4.13412,113657
4.14223,112584
4.15037,116114
4.15848,121093
4.16660,122890
4.17473,115180
4.18285,119654
4.19098,112501
4.19910,103966
4.20722,109075
4.21535,103787
4.22347,116369
4.23160,127678
4.23972,136285
4.24783,132356
4.25597,122579
4.26408,123433
4.27222,121260
4.28033,121097
4.28845,120505
4.29658,112826
4.30470,112102
4.31282,115366
4.32095,113596
4.32907,108945
4.33720,111704
4.34532,114927
4.35343,114772
4.36157,108875
4.36968,109737
4.37782,109420
4.38593,106763
4.39405,104537
4.40218,105603
4.41030,112590
4.41842,122876
4.42655,116549
