C:\MassHunter\GCMS\1\data\JTB-E18\JTB-E18-027-09.D Wed Sep 18 15:09:32 2019
Start of data points
2.09533	83213
2.10347	79493
2.11158	81742
2.11972	86885
2.12783	82668
2.13595	80904
2.14408	76320
2.15220	78866
2.16033	76146
2.16845	79156
2.17657	75973
2.18470	75055
2.19282	71031
2.20093	68121
2.20907	68795
2.21718	66892
2.22532	68885
2.23343	67793
2.24155	71188
2.24968	65943
2.25780	65145
2.26593	81473
2.27405	508972
2.28217	2179828
2.29030	1882263
2.29842	718228
2.30655	387144
2.31467	294218
2.32278	265789
2.33092	232068
2.33903	211783
2.34715	193459
2.35528	178748
2.36340	154664
2.37153	150536
2.37965	160227
2.38777	265578
2.39590	247310
2.40402	153277
2.41215	151841
2.42027	141522
2.42838	161327
2.43652	150682
2.44463	141884
2.45275	152580
2.46088	130827
2.46900	122089
2.47713	117043
2.48525	114959
2.49337	149591
2.50150	186242
2.50962	142168
2.51775	129776
2.52587	117983
2.53398	113891
2.54212	115976
2.55023	127391
2.55837	129050
2.56648	120694
2.57460	111324
2.58273	112880
2.59085	109218
2.59897	111585
2.60710	107148
2.61522	122803
2.62335	142291
2.63147	127239
2.63958	111216
2.64772	104932
2.65583	101818
2.66397	117069
2.67208	121869
2.68020	174105
2.68833	181891
2.69645	136660
2.70458	111321
2.71270	109056
2.72082	96110
2.72895	102279
2.73707	100185
2.74518	104149
2.75332	99628
2.76143	99804
2.76957	94584
2.77768	95588
2.78580	89613
2.79393	95676
2.80205	95609
2.81018	109603
2.81830	126931
2.82642	302195
2.83455	852324
2.84267	958954
2.85080	511247
2.85892	302809
2.86703	291136
2.87517	251718
2.88328	177624
2.89140	153707
2.89953	135364
2.90765	125553
2.91578	114497
2.92390	107337
2.93202	103309
2.94015	102530
2.94827	100929
2.95640	90390
2.96452	92601
2.97263	94042
2.98077	96436
2.98888	95703
2.99700	111381
3.00513	124723
3.01325	143840
3.02138	175510
3.02950	435960
3.03762	939807
3.04575	1424463
3.05387	3855519
3.06200	1.046644E+07
3.07012	1.263173E+07
3.07823	7699728
3.08637	3686187
3.09448	2054810
3.10262	1352467
3.11073	971663
3.11885	737266
3.12698	565636
3.13510	444673
3.14322	367417
3.15135	325167
3.15947	273212
3.16760	269280
3.17572	247802
3.18383	231365
3.19197	207188
3.20008	196548
3.20822	179812
3.21633	176886
3.22445	179533
3.23258	194097
3.24070	184978
3.24882	164313
3.25695	153611
3.26507	144796
3.27320	144006
3.28132	271816
3.28943	1199184
3.29757	4274887
3.30568	8946599
3.31382	1.086684E+07
3.32193	8590460
3.33005	5554560
3.33818	3563187
3.34630	2519942
3.35443	1886295
3.36255	1477098
3.37067	1409926
3.37880	1660098
3.38692	1806903
3.39503	1558391
3.40317	1695253
3.41128	3501941
3.41942	5782681
3.42753	5315361
3.43565	3182829
3.44378	1744252
3.45190	1176196
3.46003	926481
3.46815	791822
3.47627	672951
3.48440	592000
3.49252	517168
3.50065	477234
3.50877	426745
3.51688	394946
3.52502	372927
3.53313	346930
3.54125	334278
3.54938	316016
3.55750	305041
3.56563	290168
3.57375	283510
3.58187	273629
3.59000	267674
3.59812	259745
3.60625	255372
3.61437	365788
3.62248	872415
3.63062	2149869
3.63873	3326682
3.64685	2967974
3.65498	1801956
3.66310	1013607
3.67123	649709
3.67935	519894
3.68747	432707
3.69560	372780
3.70372	323640
3.71185	304136
3.71997	282723
3.72808	272196
3.73622	276673
3.74433	278384
3.75247	279716
3.76058	272059
3.76870	255708
3.77683	251143
3.78495	237156
3.79307	216593
3.80120	215644
3.80932	214930
3.81745	212666
3.82557	211961
3.83368	225038
3.84182	223328
3.84993	204811
3.85807	193539
3.86618	178072
3.87430	181576
3.88243	179187
3.89055	181408
3.89868	189249
3.90680	182930
3.91492	179630
3.92305	179797
3.93117	177300
3.93928	174708
3.94742	168917
3.95553	168984
3.96367	165029
3.97178	157418
3.97990	158631
3.98803	149977
3.99615	157648
4.00428	152464
4.01240	157051
4.02052	159048
4.02865	152316
4.03677	152264
4.04488	157477
4.05302	158882
4.06113	171143
4.06927	172238
4.07738	162155
4.08550	167330
4.09363	159508
4.10175	148720
4.10988	150839
4.11800	151112
4.12612	157298
4.13425	168400
4.14237	206062
4.15050	243485
4.15862	258281
4.16673	216273
4.17487	183444
4.18298	174297
4.19110	162908
4.19923	152158
4.20735	146738
4.21548	154935
4.22360	199232
4.23172	245116
4.23985	264886
4.24797	236692
4.25610	199860
4.26422	179685
4.27233	168550
4.28047	156408
4.28858	149808
4.29670	150277
4.30483	143016
4.31295	142828
4.32108	148434
4.32920	152220
4.33732	144435
4.34545	138936
4.35357	141440
4.36170	137484
4.36982	145073
4.37793	139526
4.38607	137384
4.39418	132772
4.40232	131554
4.41043	126735
4.41855	132927
4.42668	130920
4.43480	138489
4.44292	143779
4.45105	157220
4.45917	183612
4.46730	181245
4.47542	171790
4.48353	153967
4.49167	147878
4.49978	143425
4.50792	142267
4.51603	134999
4.52415	134500
4.53228	136822
4.54040	134064
4.54853	133383
4.55665	125162
4.56477	129438
4.57290	131417
4.58102	129314
4.58913	127642
4.59727	122990
4.60538	122315
4.61352	123055
4.62163	120354
4.62975	125727
4.63788	120459
4.64600	124524
4.65413	125389
4.66225	120432
4.67037	120927
4.67850	121872
4.68662	125903
4.69473	126297
4.70287	122913
4.71098	123407
4.71912	117499
4.72723	119140
4.73535	118169
4.74348	123631
4.75160	124134
4.75973	116138
4.76785	116572
4.77597	118247
4.78410	117943
4.79222	115454
4.80035	122471
4.80847	116990
4.81658	124279
4.82472	130463
4.83283	124873
4.84095	124755
4.84908	118971
4.85720	128721
4.86533	126521
4.87345	129187
4.88157	133815
4.88970	126431
4.89782	126170
4.90595	136484
4.91407	192651
4.92218	410970
4.93032	1076667
4.93843	2349439
4.94657	3811881
4.95468	4506130
4.96280	3978185
4.97093	2897500
4.97905	1989132
4.98717	1359423
4.99530	972506
5.00342	744782
5.01155	614472
5.01967	510687
5.02778	438716
5.03592	392633
5.04403	355596
5.05217	320461
5.06028	292962
5.06840	283189
5.07653	263832
5.08465	254199
5.09277	266112
5.10090	307479
5.10902	382329
5.11715	448235
5.12527	449651
5.13338	395642
5.14152	325459
5.14963	280955
5.15777	252324
5.16588	283461
5.17400	342525
5.18213	408205
5.19025	454117
5.19838	427788
5.20650	360950
5.21462	294087
5.22275	272005
5.23087	315915
5.23898	377820
5.24712	405493
5.25523	363958
5.26337	303653
5.27148	255407
5.27960	241985
5.28773	225835
5.29585	231593
5.30398	210016
5.31210	201378
5.32022	187106
5.32835	194886
5.33647	201870
5.34460	196493
5.35272	198369
5.36083	176295
5.36897	173050
5.37708	168229
5.38520	157344
5.39333	159549
5.40145	160678
5.40958	161745
5.41770	153904
5.42582	147802
5.43395	146861
5.44207	148599
5.45020	147918
5.45832	154483
5.46643	145196
5.47457	142692
5.48268	144232
5.49080	147181
5.49893	148696
5.50705	153571
5.51518	154298
5.52330	151141
5.53142	150108
5.53955	146040
5.54767	151317
5.55580	138785
5.56392	140265
5.57203	150335
5.58017	151494
5.58828	160166
5.59642	158162
5.60453	155337
5.61265	160562
5.62078	163113
5.62890	185567
5.63702	184396
5.64515	179636
5.65327	176440
5.66140	168120
5.66952	161302
5.67763	169132
5.68577	177953
5.69388	178493
5.70202	185379
5.71013	189632
5.71825	216388
5.72638	238848
5.73450	248773
5.74262	242140
5.75075	229985
5.75887	259954
5.76700	269427
5.77512	272054
5.78323	261619
5.79137	247879
5.79948	278515
5.80762	455607
5.81573	851410
5.82385	1410509
5.83198	1878191
5.84010	1938088
5.84823	1553283
5.85635	1066885
5.86447	705267
5.87260	469788
5.88072	354389
5.88883	284219
5.89697	269207
5.90508	312745
5.91322	421300
5.92133	635687
5.92945	830844
5.93758	904227
5.94570	772996
5.95383	557309
5.96195	389621
5.97007	288795
5.97820	259412
5.98632	226445
5.99445	200672
6.00257	177424
6.01068	156396
6.01882	138797
6.02693	127685
6.03505	124583
6.04318	125772
6.05130	123377
6.05943	117004
6.06755	111380
6.07567	112113
6.08380	108623
6.09192	105923
6.10005	103092
6.10817	99595
6.11628	98365
6.12442	95793
6.13253	97902
6.14065	100428
6.14878	108190
6.15690	107053
6.16503	115013
6.17315	123907
6.18127	143034
6.18940	159992
6.19752	183264
6.20565	195108
6.21377	182312
6.22188	158237
6.23002	142708
6.23813	138671
6.24627	135727
6.25438	135487
6.26250	132091
6.27063	136233
6.27875	130046
6.28687	136887
6.29500	139436
6.30312	136959
6.31125	140675
6.31937	155119
6.32748	152222
6.33562	153530
6.34373	156295
6.35187	165223
6.35998	172840
6.36810	174458
6.37623	173056
6.38435	167249
6.39248	165053
6.40060	170941
6.40872	173914
6.41685	172741
6.42497	172987
6.43308	179516
6.44122	177801
6.44933	186423
6.45747	179871
6.46558	195470
6.47370	183870
6.48183	201737
6.48995	198803
6.49808	203381
6.50620	205169
6.51432	160119
6.52245	131554
6.53057	127678
6.53868	127256
6.54682	122518
6.55493	124087
6.56307	116340
6.57118	113427
6.57930	113225
6.58743	113371
6.59555	106371
6.60368	114570
6.61180	112643
6.61992	111709
6.62805	101539
6.63617	96691
6.64430	98209
6.65242	95965
6.66053	97113
6.66867	96927
6.67678	97031
6.68490	96231
6.69303	93581
6.70115	97071
6.70928	103674
6.71740	117380
6.72552	157948
6.73365	200892
6.74177	242119
6.74990	262109
6.75802	236285
6.76613	199308
6.77427	164747
6.78238	134591
6.79050	112495
6.79863	96117
6.80675	93401
6.81488	98674
6.82300	89164
6.83112	92743
6.83925	97988
6.84737	119175
6.85550	189200
6.86362	332935
6.87173	585684
6.87987	906118
6.88798	1156785
6.89612	1207125
6.90423	1057896
6.91235	750263
6.92048	470247
6.92860	288162
6.93672	188071
6.94485	135255
6.95297	114960
6.96110	94705
6.96922	81578
6.97733	76460
6.98547	74521
6.99358	68812
7.00172	79458
7.00983	99118
7.01795	140659
7.02608	230407
7.03420	327472
7.04233	439959
7.05045	497231
7.05857	481275
7.06670	409934
7.07482	312664
7.08293	235131
7.09107	190499
7.09918	152327
7.10732	137215
7.11543	122875
7.12355	113148
7.13168	110357
7.13980	102688
7.14793	101302
7.15605	97942
7.16417	90724
7.17230	84721
7.18042	83550
7.18853	79443
7.19667	87385
7.20478	88031
7.21292	101138
7.22103	100324
7.22915	102887
7.23728	99735
7.24540	105821
7.25353	107194
7.26165	117962
7.26977	130528
7.27790	153369
7.28602	178047
7.29415	184517
7.30227	171225
7.31038	153259
7.31852	131112
7.32663	120560
7.33475	117997
7.34288	138849
7.35100	140618
7.35913	134404
7.36725	122262
7.37537	122370
7.38350	137359
7.39162	196820
7.39975	270427
7.40787	341168
7.41598	372133
7.42412	350486
7.43223	290522
7.44037	220567
7.44848	165565
7.45660	135271
7.46473	115105
7.47285	104044
7.48097	104570
7.48910	117126
7.49722	145238
7.50535	190000
7.51347	231643
7.52158	261167
7.52972	243971
7.53783	211066
7.54597	162528
7.55408	136836
7.56220	113387
7.57033	99367
7.57845	87101
7.58657	81989
7.59470	76403
7.60282	77060
7.61095	72496
7.61907	71352
7.62718	74919
7.63532	79440
7.64343	78598
7.65157	80634
7.65968	71748
7.66780	73374
7.67593	76223
7.68405	70729
7.69218	67682
7.70030	65160
7.70842	64835
7.71655	63317
7.72467	59616
7.73278	65208
7.74092	59273
7.74903	57669
7.75717	55387
7.76528	54804
7.77340	54662
7.78153	58796
7.78965	59552
7.79778	56483
7.80590	54052
7.81402	54154
7.82215	55511
7.83027	56044
7.83838	55010
7.84652	55546
7.85463	56230
7.86277	54760
7.87088	54432
7.87900	57175
7.88713	55336
7.89525	54095
7.90338	56970
7.91150	56356
7.91962	61925
7.92775	59907
7.93587	52686
7.94400	55567
7.95212	53556
7.96023	58025
7.96837	58660
7.97648	58152
7.98460	61295
