,,,,JTB-E02-192-12,JTB-E02-192-06,,JTB-E02-192-13,,JTB-E02-192-14,,JTB-E02-192-15,,JTB-E02-192-16,,JTB-E02-192-17,,JTB-E02-192-18
,,,,2H_CTRL01,BAC-01 BLANK,,2H_CTRL02,,2H_CTRL03,,2H_REP01,,2H_REP02,,2H_REP03,,2H_REP04
Header=,Qual,Library/ID,RT,Area,R.T.,Area,R.T.,Area,R.T.,Area,R.T.,Area,R.T.,Area,,,
72=,47,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl- (CAS) $$ 1-p-Menthen-9-al $$ .alpha.,4-Dimethyl-3-cyclohexene-1-acetaldehyde $$ p-Menth-1-en-9-al",13.2591,4631647,34.595,125526244,13.25,6342458,13.632,7778374,12.574,37664838,13.259,4294820,,,
73=,90,"dl-Limonene $$ Cyclohexene, 1-methyl-4-(1-methylethenyl)- (CAS) $$ 1-P-MENTHA-1,8-DIENE $$ Limonene $Cinen $$ Nesol $$ Cinene $$ Limonen $$ Eulimen $$ Dipenten $$ Cajeputen $$ Kautschin $$ Cajeputene $$ .alpha.-Limonene $$ p-Mentha-1,8-diene $$ 4-Isoprope",13.4898,3858138,34.933,648814,13.494,4496310,13.863,126671954,13.254,6067568,13.496,3386190,,,
74=,90,"Cyclohexanone, 2,2,6-trimethyl- (CAS) $$ 2,6,6-Trimethylcyclohexanone $$ 2,2,6-Trimethylcyclohexanone $$ 1,1,3-Trimethyl-2-cyclohexanone $$ 2,2,6-Trimethylcyclohexan-1-one",13.6255,9107767,35.005,2182971,13.632,8748502,14.277,31820388,13.501,2398345,13.631,8211513,,,
75=,83,"1-tert-Butyl-3,4-dimethylpyrazole",13.8549,142025035,35.179,6851656,13.861,136745643,14.446,6835585,13.63,8129730,13.862,134568664,,,
76=,94,"Benzene, 1,3,5-trimethyl- (CAS) $$ 1,3,5-Trimethylbenzene $$ Mesitylene $$ sym-Trimethylbenzene $$ s-Trimethylbenzene $$ Fleet-X $$ Trimethylbenzol $$ TMB $$ Trimethyl benzene $$ UN 2325",14.1839,9634951,36.408,13526657,14.194,6287039,14.51,10030975,13.859,134736943,14.277,35137281,,,
77=,83,6-METHYL-5-HEPTEN-2-ONE,14.2694,28529185,37.4,33095477,14.277,31923304,14.866,858579468,14.273,33984714,14.446,7949590,,,
78=,59,"Butane, 1-methoxy- (CAS) $$ Methyl butyl ether $$ Methyl n-butyl ether $$ Butyl methyl ether $$ Ether, butyl methyl $$ 1-Methoxybutane $$ n-C4H9OCH3 $$ n-Butyl methyl ether $$ .alpha.-Methoxybutane $$ UN 2350",14.4394,6568482,,,14.447,7882219,15.168,17056627,14.444,7884015,14.509,9928820,,,
79=,60,"3-Cyclohexene-1-carboxaldehyde, 1,3,4-trimethyl- (CAS) $$ 1,2,4-TRIMETHYL-1-CYCLOHEXENE-4-CARBOXALDEHYDE $$ 1,3,4-Trimethyl-3-cyclohexenyl-1-carboxaldehyde $$ 1,3,4-Trimethyl-3-cyclohexen-1-carboxaldehyde $$ 1,3,4-Trimethyl-3-cyclohexene-1-carboxaldehyde",14.5025,13199035,,,14.508,11275911,15.533,124878187,14.505,8978409,14.868,951049310,,,
80=,83,HEXYL FORMATE,14.8615,893646551,,,14.868,939142730,15.812,66931932,14.866,947437661,15.167,19125589,,,
81=,58,"Decane, 4-methylene- (CAS) $$ 1-Octene, 2-propyl- $$ 1-n-Propyl-1-n-hexylethylene",15.0446,21826440,,,15.168,20841002,16.049,9229749,15.166,20802961,15.532,126044347,,,
82=,94,"3-Hexen-1-ol, (E)- (CAS) $$ E-3-Hexenol $$ trans-3-Hexen-1-ol $$ trans-3-Hexenol $$ (E)-3-Hexenol $$ (E)-Hex-3-en-1-ol",15.1618,18430965,,,15.53,134028578,16.176,11264164,15.529,120558134,15.813,75259882,,,
83=,43,3-Nonyne (CAS) $$ 3-C9H16,15.5238,159972487,,,15.814,74169972,16.334,11799327,15.81,76241637,16.047,8023444,,,
84=,94,"3-Hexen-1-ol, (Z)- (CAS) $$ cis-3-Hexene-1-ol $$ Z-3-Hexenol $$ Leaf alcohol $$ 3-(Z)-Hexenol $$ cis-3-Hexenol $$ Blatteralkohol $$ cis-3-Hexen-1-ol $$ (Z)-Hex-3-en-1-ol $$ Blatteralkohol (German) $$ .beta.,.gamma.-Hexenol $$ HEXEN-30L-1 $$ 3-Hexen-1-ol $",15.8065,69309714,,,16.046,10708761,16.508,191664152,16.043,7990421,16.176,11582832,,,
85=,38,"1,8(2H,5H)-Isoquinolinedione, 6,7-dihydro-3-hydroxy- (CAS) $$ 1,3-DIHYDROXY-8-OXO-5,6,7,8-TETRAHYDROISOQUINOLINE",16.0381,8222411,,,16.176,12238044,16.79,5216699,16.172,9647571,16.332,10906805,,,
86=,59,"Benzene, methyl- (CAS) $$ Toluene $$ CP 25 $$ Methylbenzene $$ Toluol $$ Methacide $$ Antisal 1a $$ Methylbenzol $$ Phenylmethane $$ METHYLBENZENE(TOLUENE) $$ Benzene, methyl $$ Methane, phenyl- $$ NCI-C07272 $$ Tolueen $$ Toluen $$ Toluolo $$ Rcra waste",16.1687,12098698,,,16.336,13680788,17.081,5935998,16.328,11184809,16.508,211536250,,,
87=,83,"3,5,5-Trimethylcyclohex-2-en-1-one",16.3249,12366372,,,16.509,212234004,17.16,4379423,16.506,204942104,16.792,5145059,,,
88=,91,"2-Hexen-1-ol, (E)- (CAS) $$ trans-2-Hexen-1-ol $$ (E)-2-Hexen-1-ol $$ trans-HEX-2-ENOL $$ trans-2-Hexenol $$ 2-Hexenol $$ 2-Hexen-1-ol, trans-",16.5022,203197962,,,16.79,5208147,17.374,10483117,16.789,5798261,17.081,5554761,,,
89=,76,"2-Hexen-1-ol, (Z)- (CAS) $$ CIS-HEX-2-EN-1-OL $$ cis-HEX-2-ENOL $$ cis-2-Hexen-1-ol",16.7849,4752117,,,17.078,6098419,17.45,9771260,17.078,5563574,17.166,4042216,,,
90=,74,"Butanoic acid, 2-hydroxy-3-methyl-, ethyl ester (CAS) $$ ETHYL 2-HYDROXY ISOVALERATE $$ Ethyl 2-hydroxyisovalerate $$ Butyric acid, 2-hydroxy-3-methyl-, ethyl ester $$ Ethyl 2-hydroxy-3-methylbutanoate",17.074,5041940,,,17.169,4450421,17.63,187008888,17.158,4405402,17.375,11656646,,,
91=,43,"3,5-Dimethyl-1-octylpyrazole",17.1649,4511094,,,17.375,12139688,17.761,11693400,17.374,11314510,17.45,10273763,,,
92=,97,"Benzene, 1-methyl-4-(1-methylethenyl)- (CAS) $$ 1-Methyl-4-isopropenylbenzene $$ PARA CYMENYL $$ 4-Isopropenyl-1-methylbenzene $$ 2-p-Tolylpropene $$ Dehydro-p-cymene $$ p-Isopropenyltoluene $$ 4-Isopropenyltoluene $$ p,.alpha.-Dimethylstyrene $$ .alpha.,",17.3674,15544745,,,17.441,10241205,17.89,17054483,17.447,11118609,17.631,206891656,,,
93=,43,"6-ISOPROPYL-3-METHYL-2-CYCLOHEXEN-1-OL-5-D $$ 2-Cyclohexen-5-d-1-ol, 3-methyl-6-(1-methylethyl)-",17.4411,11835717,,,17.631,205389709,18.121,370613753,17.629,210742822,17.765,11171004,,,
94=,91,CIS-LINALOOL OXIDE,17.6249,191857715,,,17.764,13048775,18.504,89297271,17.743,11035809,17.892,18381402,,,
95=,64,"4,4-Dimethyl-6-methylene-2-cyclohexen-1-one $$ 2-Cyclohexen-1-one, 4,4-dimethyl-6-methylene- (CAS)",17.7585,15724223,,,17.893,18834412,18.651,13545694,17.889,17694611,18.12,382561343,,,
96=,58,1 OCTEN 3 OL,17.8842,17907391,,,18.12,420306592,18.91,7565198,18.119,346254837,18.504,98600550,,,
97=,78,2-Furancarboxaldehyde (CAS) $$ Furfural $$ 2-Furaldehyde $$ Fural $$ Furole $$ Furale $$ Furfurole $$ 2-Furfural $$ Furaldehyde $$ Furancarbonal $$ 2-Formylfuran $$ .alpha.-Furole $$ Furfuraldehyde $$ 2-Furancarbonal $$ 2-Furanaldehyde $$ Furfurylaldehyde,18.1142,397208129,,,18.505,98867308,18.989,14896009,18.504,97904385,18.652,12691650,,,
98=,86,"LINALOOL OXIDE (2) $$ 2-Furanmethanol, 5-ethenyltetrahydro-.alpha.,.alpha.,5-trimethyl-, cis- (CAS) $$ Linalyl oxide $$ Linalool oxide $$ Linalool oxide B $$ cis-Linalyl oxide $$ cis-Linalool oxide $$ Furfuryl alcohol, tetrahydro-.alpha.,.alpha.,5-trimeth",18.4974,96839386,,,18.651,14413848,19.133,10307726,18.648,12655273,18.909,7223564,,,
99=,45,"1,2-Cyclononadiene (CAS)",18.6443,14818645,,,18.904,9214208,19.331,4291083,18.907,8270040,18.986,12045445,,,
100=,70,"neroloxide $$ 2H-Pyran, 3,6-dihydro-4-methyl-2-(2-methyl-1-propenyl)- $$ Nerol oxide $$ 2H-Pyran, 3,6-dihydro-4-methyl-2-(2-methylpropenyl)-",18.7289,4144455,,,18.987,18276595,19.403,12748795,18.984,12564921,19.132,8983580,,,
101=,95,"Benzene, 1,2,4,5-tetramethyl- (CAS) $$ 1,2,4,5-Tetramethylbenzene $$ Durol $$ Durene $$ p-Xylene, 2,5-dimethyl-",18.9019,11031132,,,19.131,9270973,19.561,14671278,19.132,8441432,19.328,8183872,,,
102=,47,N-PHENYL-ACETIDIN-2-ONE,18.9824,16515836,,,19.327,5328034,19.705,55879568,19.327,14349373,19.403,26027659,,,
103=,72,"1-Hexanol, 2-ethyl- (CAS) $$ 2-Ethylhexanol $$ 2-Ethyl-1-hexanol $$ Ethylhexanol $$ 2-Ethylhexan-1-ol $$ 2-Ethylhexyl alcohol $$ 2-Ethyl-hexanol-1 $$ Ethylhexyl alcohol $$ Octyl alcohol $$ 2-Ethylhexanol-1",19.1286,8101120,,,19.404,17787980,19.83,41803631,19.401,26992575,19.559,28745305,,,
104=,58,P-T-BUTYLBENZYL ALCOHOL,19.3231,2896553,,,19.558,28970913,19.926,35149698,19.558,28605165,19.704,68566980,,,
105=,87,"Ethanone, 1-(2-furanyl)- (CAS) $$ 2-Acetylfuran $$ 2-Furyl methyl ketone $$ Acetylfuran $$ Methyl 2-furyl ketone $$ Ketone, 2-furyl methyl $$ Furyl methyl ketone $$ Furan, 2-acetyl- $$ 1-(2-Furanyl)ethanone",19.3977,12679998,,,19.702,99905986,20.113,64049101,19.701,75031768,19.829,46126957,,,
106=,44,"Bicyclo[4.1.0]heptan-2-one, 3,5,5-trimethyl- (CAS) $$ 3,5,5-TRIMETHYL-BICYCLO(4.1.O)HEPTANE-2-ONE $$ 2-Norcaranone, 3,5,5-dimethyl- $$ 2-Norcaranone, 3,5,5-trimethyl-, stereoisomer",19.5546,23961521,,,19.828,47012541,20.22,526670580,19.828,44848168,19.924,29266573,,,
107=,55,"2,2-Dimethyl-N-phenylpropanethioamide",19.6964,79627161,,,19.927,40652333,20.301,373874335,19.925,25193816,20.114,68619688,,,
108=,95,DILL ETHER,19.8229,44020442,,,20.113,69897897,20.478,17390793,20.112,64708455,20.22,495336358,,,
109=,93,benzaldehyde,19.9201,37675262,,,20.219,559048193,20.676,11421617,20.218,454563406,20.299,339677910,,,
110=,90,"Bicyclo[2.2.1]hept-2-ene, 2,7,7-trimethyl- $$ 2-Norbornene, 2,7,7-trimethyl- $$ .zeta.-Fenchene",20.108,68839321,,,20.3,390083983,20.844,141253083,20.298,337840079,20.48,16554091,,,
111=,94,"(+,-)-(2R,5R)-2,10,10-Trimethyl-6-methylidene-1-oxaspiro(4.5)dec-7-ene $$ 1-Oxaspiro[4.5]dec-7-ene, 2,10,10-trimethyl-6-methylene-, trans-(.+-.)- (CAS)",20.2142,775498556,,,20.481,22507349,20.961,29041912,20.48,17526368,20.678,12178910,,,
112=,95,"(+,-)-(2R,5R)-2,10,10-Trimethyl-6-methylidene-1-oxaspiro(4.5)dec-7-ene $$ 1-Oxaspiro[4.5]dec-7-ene, 2,10,10-trimethyl-6-methylene-, trans-(.+-.)- (CAS)",20.2945,548568297,,,20.677,12818734,21.19,48652229,20.678,12329924,20.844,154100643,,,
113=,50,"[1]benzothieno[2,3-c]quinolin-6(5H)-thione $$ [1]Benzothieno[2,3-c]quinoline-6(5H)-thione",20.4743,17868962,,,20.844,152705276,21.456,33946679,20.843,143553230,20.961,22013280,,,
114=,38,3-Decen-5-one (CAS) $$ DECA-3-ENE-5-ONE,20.6709,11776941,,,20.959,30424913,21.625,5000335,20.961,20634914,21.19,54715065,,,
115=,97,LINALOOL L,20.8387,148250376,,,21.189,52943603,21.701,20508298,21.188,51393096,21.452,25730204,,,
116=,59,"2-Methyl-benzo(b)thiophene-1-oxide $$ Benzo[b]thiophene, 2-methyl-, 1-oxide (CAS) $$ 2-Methylbenzo[b]thiophene oxide",20.9546,40454132,,,21.457,38702797,21.879,16104829,21.452,27071421,21.621,5972983,,,
117=,90,N-OCTANOL,21.1835,51228802,,,21.622,6000841,22.077,7367548,21.624,5854306,21.701,21838382,,,
118=,94,"Methane, sulfinylbis- (CAS) $$ Dimethyl sulfoxide $$ DMSO $$ DMS 70 $$ DMS 90 $$ (DMSO) $$ SQ 9453 $$ Dimethyl sulphoxide $$ Hyadur $$ Dolicur $$ Dromisol $$ Durasorb $$ Dimexide $$ Somipront $$ Demsodrox $$ Infiltrina $$ Methyl sulfoxide $$ SQ 9453 roxye",21.4521,36867813,,,21.699,25236663,22.323,9961023,21.698,23905263,21.88,17535345,,,
119=,95,TERPINENE 1-OL,21.6963,24988830,,,21.876,19053314,22.447,32475018,21.877,16942104,22.068,8282019,,,
120=,38,16-oxosalutaridine,21.8701,14907319,,,22.069,8658192,22.545,24542292,22.079,7565348,22.323,10394830,,,
121=,43,"endo,exo-3,7-dioxatetracyclo[3.3.2.0(2,4).0(6,8)]decan $$ 3,7-Dioxatetracyclo[3.3.2.02,4.06,8]decane, (1.alpha.,2.alpha.,4.alpha.,5.alpha.,6.alpha.,8.alpha.)-",22.0668,6117669,,,22.32,10889552,22.745,15686752,22.319,11374141,22.447,37492091,,,
122=,90,"3,6-Dimethyl-2,3,3A,4,5,7A-hexahydrobenzofuran $$ Benzofuran, 2,3,3a,4,5,7a-hexahydro-3,6-dimethyl-",22.3136,8875782,,,22.446,36527637,22.837,15858866,22.446,35787563,22.544,27294360,,,
123=,97,TERPINEOL-4,22.4421,32409253,,,22.545,26731526,22.94,51628705,22.542,25940952,22.744,16159169,,,
124=,96,"Dihydrocarvone $$ Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ Carvone, dihydro- $$ trans-Dihydrocarvone $$ p-Menth-8-en-2-one, trans- $$ d-Dihydrocarvone $$ 4-[(1'-methyl)vinyl]-1-methylcyclohexan-2-one $$ p-Menth-8-en-2-one, E-",22.5403,26758723,,,22.745,16885193,23.104,5793574,22.744,13599490,22.838,17511272,,,
125=,81,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl- (CAS) $$ 1-p-Menthen-9-al $$ .alpha.,4-Dimethyl-3-cyclohexene-1-acetaldehyde $$ p-Menth-1-en-9-al",22.7382,16435496,,,22.835,18259902,23.295,6292643,22.837,14745890,22.925,44848033,,,
126=,70,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl- (CAS) $$ 1-p-Menthen-9-al $$ .alpha.,4-Dimethyl-3-cyclohexene-1-acetaldehyde $$ p-Menth-1-en-9-al",22.8305,17376022,,,22.924,45907659,23.394,23296659,22.934,49266666,23.104,8191843,,,
127=,91,.BETA.-CYCLOCITRAL,22.9164,43054320,,,23.104,5110526,23.627,49996872,23.107,5535194,23.294,6822063,,,
128=,86,"Dihydrocarvone $$ Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ Carvone, dihydro- $$ trans-Dihydrocarvone $$ p-Menth-8-en-2-one, trans- $$ d-Dihydrocarvone $$ 4-[(1'-methyl)vinyl]-1-methylcyclohexan-2-one $$ p-Menth-8-en-2-one, E-",23.0953,3965314,,,23.166,4668454,23.817,261020572,23.294,6780561,23.393,26082959,,,
129=,43,"3-AMINO-5-PHENYL-1,2,4-OXADIAZOLE $$ 1,2,4-Oxadiazol-3-amine, 5-phenyl- (CAS) $$ 1,2,4-Oxadiazole, 3-amino-5-phenyl-",23.1658,3700442,,,23.294,6631531,23.943,46425484,23.39,26058654,23.627,52331478,,,
130=,93,"Cyclohexanol, 1-methyl-4-(1-methylethenyl)- (CAS) $$ .beta.-Terpineol $$ TRANS .BETA.-TERPINEOL $$ CYCLOHEXANOL, 4-ISOPROPENYL-1-METHYL- $$ p-Menth-8-en-1-ol $$ BETA-TERPINEOL $$ t-Menth-1-en-8-ol",23.2864,5104178,,,23.391,25602578,24.187,30691717,23.627,49594606,23.82,142252203,,,
131=,43,"1,3-Benzenediol, 4,5-dimethyl- (CAS) $$ 4,5-Dimethylresorcinol $$ o-Xylorcinol $$ Resorcinol, 4,5-dimethyl- $$ 1,3-Dihydroxy-4,5-dimethylbenzene $$ 3,5-Dihydroxy-1,2-dimethylbenzene $$ 1,2-Dimethyl-3,5-dihydroxybenzene $$ 4,5-Dimethyl-1,3-dihydroxybenzene",23.3879,23859420,,,23.625,52924321,24.44,8359705,23.818,158916752,23.944,30019697,,,
132=,97,SAFRANAL,23.6212,53191486,,,23.814,361749254,24.586,24709823,23.942,30363668,24.059,12726941,,,
133=,5,Methyl-d3 1-Dideuterio-2-propenyl Ether,23.8103,321185526,,,23.942,56755830,24.919,129770631,24.059,15438158,24.189,29211855,,,
134=,32,"Benzo[b]thiophene, 2,5,7-trimethyl- (CAS) $$ 2,5,7-TRIMETHYLBENZO[B]THIOPHENE $$ 2,5,7-TRIMETHYL-1-THIAINDENE",23.939,36419601,,,24.188,37493501,25.175,576093942,24.189,29591074,24.444,4960919,,,
135=,9,Methyl-d3 1-Dideuterio-2-propenyl Ether,24.0259,12792984,,,24.442,10679816,25.297,38622431,24.444,6004459,24.584,30571158,,,
136=,12,"3,3-Dimethyl-1-phenyltriazene $$ 1-Triazene, 3,3-dimethyl-1-phenyl- $$ PDMT $$ Triazene, 3,3-dimethyl-1-phenyl- $$ 1-Phenyl-3,3-dimethyltriazene $$ PDT $$ X 119 $$ Dmpt $$ 1-Fenyl-3,3-dimethyltriazin $$ NSC 3094 $$ Phenyl-dimethyl-triazine $$ 1-Phenyl-3,3",24.1822,34355026,,,24.585,29054364,25.721,6490246,24.584,29655866,24.919,143938340,,,
137=,25,N-benzenesulphonyl-pyrrole,24.4394,10318027,,,24.918,145885127,26.115,4385088,24.919,147929865,25.175,655360753,,,
138=,53,"Benzaldehyde, 4-methoxy-, oxime (CAS) $$ p-Methoxybenzaldoxime $$ Anisaldoxime $$ p-Anisaldehyde oxime $$ 4-Methoxybenzaldoxime $$ p-Anisaldehyde, oxime $$ p-Methoxybenzaldehyde oxime $$ 4-Methoxybenzaldehyde oxime",24.5792,21436412,,,25.176,644856447,26.213,8812736,25.174,628448428,25.296,40676502,,,
139=,50,CIS-.BETA.-SANTALOL,24.9142,130762585,,,25.297,43103227,26.422,244714892,25.296,40400062,25.722,6268165,,,
140=,91,.BETA. FENCHYL ALCOHOL,25.1703,581345682,,,25.723,7851448,26.667,12396551,25.724,5747397,25.962,7109042,,,
141=,90,"1,7,7-trimethyl-2-hydroxybicyclo[2.2.1]heptane",25.2926,34699866,,,26.119,4856208,26.731,5444389,26.118,3749804,26.122,3765921,,,
142=,64,"1-(2,6-Dimethyl-3,4-dihydro-2H-pyran-2-yl)-2-diazo-1-ethanone",25.7183,4693123,,,26.202,9523059,26.846,25328695,26.255,21419344,26.192,6245017,,,
143=,35,"Cyanic acid, phenyl ester (CAS) $$ Phenyl cyanate",25.9179,2985192,,,26.423,280003285,27.04,214249863,26.312,7161656,26.424,222894659,,,
144=,40,Benzensulfonamide,25.9929,2772891,,,26.631,9529845,27.217,39093562,26.422,206055782,26.664,19224135,,,
145=,25,"1-CHLORO-2,3-DIMETHYL-6-NITROBENZENE $$ Benzene, 2-chloro-3,4-dimethyl-1-nitro- (CAS) $$ o-Xylene, 3-chloro-4-nitro-",26.1032,3449528,,,26.664,13048647,27.368,31844942,26.631,8880311,26.776,4173511,,,
146=,83,"3,4-dimethyl-4-hydroxynaphthalen-1(4H)-one $$ 1(4H)-Naphthalenone, 4-hydroxy-3,4-dimethyl-",26.1926,8927617,,,26.853,23423215,27.627,18454105,26.689,10605444,26.828,14246465,,,
147=,95,"Naphthalene, 1,2-dihydro-1,1,6-trimethyl- (CAS) $$ 1,1,6-trimethyl-1,2-dihydronaphthalene $$ 3,8,8-Trimethildihydronaphthalene",26.4173,387128321,,,26.904,9405244,27.718,8900884,27.042,163294024,26.902,8153768,,,
148=,38,iso-VALERIC ACID,26.615,8868972,,,27.038,352925483,28.075,23789772,27.213,40419236,27.044,144037643,,,
149=,35,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",26.6431,9020470,,,27.213,47171810,28.25,12820325,27.625,20604745,27.217,36241981,,,
150=,53,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",26.776,9718540,,,27.626,25271139,28.403,37728802,27.716,10278580,27.627,18179752,,,
151=,50,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",26.8028,3791607,,,27.718,10858598,28.533,15251964,28.074,24419859,27.72,9828183,,,
152=,49,"Pentanoic acid (CAS) $$ Valeric acid $$ n-Valeric acid $$ Valerianic acid $$ n-Pentanoic acid $$ Propylacetic acid $$ 1-Butanecarboxylic acid $$ n-C4H9COOH $$ Butanecarboxylic acid $$ Valeric acid, N- $$ Kyselina valerova $$ NA 1760",26.8288,8362116,,,28.075,25178287,28.663,8280176,28.248,14242982,28.074,25051074,,,
153=,43,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",26.8999,8526861,,,28.252,14994439,28.832,6950355,28.401,33918419,28.25,13844795,,,
154=,43,"Thieno[3,2-c]pyridine 5-Oxide Hemihydrate $$ Thieno[3,2-c]pyridine, 5-oxide (CAS)",27.037,232863239,,,28.399,56979754,28.93,9207736,28.532,14390609,28.404,30941282,,,
155=,83,3-hydroxy-5-methoxybenzaldehyde,27.2127,38493356,,,28.529,18391897,29.245,15006446,28.666,9025885,28.532,15994402,,,
156=,47,"SANTENE $$ BICYCLO[2.2.1]HEPT-2-ENE, 2,3-DIMETHYL",27.6226,18761127,,,28.665,9890100,29.725,2350764,28.836,6590901,28.666,8660651,,,
157=,64,1-(2-Methylbutyl)-2-formyl pyrrole,27.7106,10008019,,,28.831,7734728,29.927,4419801,28.928,10973861,28.836,6041323,,,
158=,94,1-Isoamyl-2-formyl pyrrole,28.0699,24288306,,,28.928,11756142,30.073,11229308,29.246,15773187,28.926,9326430,,,
159=,43,"Epi-.beta.-santalol $$ 2-Penten-1-ol, 2-methyl-5-(2-methyl-3-methylenebicyclo[2.2.1]hept-2-yl)-, [1R-[1.alpha.,2.beta.(Z),4.alpha.]]- $$ (+)-Epi-.beta.-santalol",28.2451,12875607,,,29.247,16877313,30.229,4468484,29.724,2993667,29.245,16195836,,,
160=,72,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",28.3925,38065081,,,29.731,2241237,30.839,7548454,29.928,6016413,29.729,2712016,,,
161=,94,".beta.-Damascenone $$ 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-, (E)- (CAS) $$ Damascenone $$ Damascenone, trans- $$ trans-.beta.-Damascenone $$ 2,6,6-Trimethyl-1-trans-crotonoyl-1,3-cyclohexadiene $$ (E)-1-(2,6,6-trimethylcyclohexa-1,3-d",28.5306,15304809,,,29.927,4921300,30.912,4717782,30.072,13456597,29.928,5604251,,,
162=,46,"1-(5-Methyl-2-pyrazyl)-1-heptene $$ Pyrazine, 2-(1-heptenyl)-5-methyl-, (E)- (CAS) $$ 2-(1-hept-1-enyl)-5-methylpyrazine",28.6579,7663339,,,30.073,18661321,30.99,2868777,30.23,6588318,30.066,11235006,,,
163=,46,"1,3-Cyclopentadiene, trimethyl- (CAS) $$ Trimethylcyclopentadiene $$ Cyclopentadiene, trimethyl-",28.8286,7217067,,,30.232,5924861,31.135,3884812,30.838,10604447,30.229,7024742,,,
164=,95,"trans-Carveol $$ 2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ p-Mentha-6,8-dien-2-ol, trans- $$ trans-Mentha-1,8-dien-6-ol",28.9288,9164314,,,30.838,8294718,31.248,7155643,30.906,2401769,30.837,10405459,,,
165=,64,"Phenol, 2,3,5,6-tetramethyl- (CAS) $$ Durenol $$ Phenol, tetramethyl- $$ 2,3,5,6-Tetramethylphenol $$ Durophenol",29.2442,14769890,,,30.908,4835332,31.557,4451624,31.137,3263430,30.913,2006322,,,
166=,49,carveol 2,29.7178,2996097,,,31.133,4001511,31.705,2714395,31.25,16285001,31.134,3357519,,,
167=,95,Benzenemethanol (CAS) $$ Benzyl alcohol $$ Benzal alcohol $$ Phenylmethanol $$ Phenylcarbinol $$ Benzenecarbinol $$ .alpha.-Toluenol $$ .alpha.-Hydroxytoluene $$ (Hydroxymethyl)benzene $$ Phenylmethyl alcoholine $$ Phenylmethyl alcohol $$ Benzoyl alcohol,29.9229,4579546,,,31.248,16247930,32.035,9559413,31.553,5633412,31.248,13521529,,,
168=,87,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",30.0516,5660640,,,31.553,4994309,33.033,5985318,31.704,3346343,31.557,5214907,,,
169=,87,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",30.0733,8417186,,,31.702,2596665,33.132,16232604,32.034,9290318,31.706,3066981,,,
